Sl No,District,Market,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Date
41979,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1100,1300,1250,23-08-2021
41980,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1200,1400,1300,11-01-2023
41981,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1200,1400,1300,11-09-2024
41982,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1200,1400,1300,24-03-2020
41983,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1200,1400,1300,28-08-2022
41984,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1200,1400,1300,31-01-2021
41985,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1300,1400,1350,27-03-2024
41986,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1300,1500,1400,05-08-2024
41987,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1300,1500,1400,26-10-2022
41988,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1300,1500,1400,29-03-2024
41989,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1300,1500,1400,30-07-2019
41990,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1300,1500,1450,01-02-2021
41991,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1300,1500,1450,04-10-2020
41992,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1400,1600,1500,13-04-2022
41993,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1400,1600,1500,13-09-2024
41994,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1500,1700,1600,10-01-2024
41995,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1600,1800,1700,10-02-2023
41996,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1600,1800,1700,13-10-2019
41997,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1600,1800,1700,30-08-2022
41998,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1800,2000,1900,18-09-2024
41999,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1800,2000,1900,26-07-2024
42000,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,1800,2200,1900,30-10-2019
42001,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,2000,2200,2100,12-02-2021
42002,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,2100,2300,2200,24-11-2023
42003,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,2500,2700,2600,10-10-2022
42004,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,2500,2700,2600,21-04-2019
42005,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,2500,2700,2600,30-09-2022
42006,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,2500,2700,2650,23-08-2020
42007,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,2600,2800,2700,26-09-2022
42008,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,2700,2900,2800,11-10-2021
42009,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,2800,3000,2900,14-10-2022
42010,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1100,1000,16-11-2020
42011,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1100,1000,21-08-2021
42012,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1100,1000,22-09-2021
42013,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1200,1000,04-07-2021
42014,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1250,1000,02-06-2025
42015,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1250,1000,06-02-2022
42016,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1250,1000,20-08-2022
42017,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1300,1000,18-04-2025
42018,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1400,1000,06-04-2022
42019,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1400,1200,24-04-2025
42020,Bangalore,Ramanagara,Tomato,Tomato,FAQ,900,1200,1000,20-08-2021
42021,Bangalore,Ramanagara,Tomato,Tomato,FAQ,900,1600,1200,01-07-2022
42022,Bangalore,Ramanagara,Tomato,Tomato,FAQ,900,11000,10000,28-07-2023
42023,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1200,1100,28-12-2020
42024,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1200,1100,29-10-2018
42025,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1300,1150,10-08-2019
42026,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1300,1150,15-11-2018
42027,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1300,1150,16-06-2020
42028,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1300,1150,17-12-2018
42029,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1300,1150,18-12-2018
42030,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1300,1150,27-12-2019
42031,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1400,1200,13-06-2020
42032,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1250,12-07-2022
42033,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1250,31-12-2020
42034,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1300,01-01-2025
42035,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1300,06-12-2020
42036,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1300,15-08-2024
42037,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1300,21-01-2025
42038,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1300,23-05-2025
42039,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1600,1250,16-12-2022
42040,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1600,1400,19-03-2024
42041,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1700,1500,23-03-2024
42042,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1800,1400,05-08-2024
42043,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1800,1400,12-02-2025
42044,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,2000,1500,17-04-2024
42045,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,2000,1500,30-06-2022
42046,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,2000,1600,12-02-2024
42047,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,2000,1600,22-12-2024
42048,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1100,1300,1200,10-07-2018
42049,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1100,1300,1200,22-12-2018
42050,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1200,1400,1300,21-12-2019
42051,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1200,1500,1350,14-07-2018
42052,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1200,1600,1400,22-06-2021
42053,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1200,1800,1500,15-05-2023
42054,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1300,1500,1400,01-01-2019
42055,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1300,1500,1400,23-01-2019
42056,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1400,1600,1500,01-12-2018
42057,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1400,1600,1500,01-06-2020
42058,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1400,1600,1500,09-10-2020
42059,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1400,2200,1800,01-03-2023
42060,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1500,2100,1800,11-08-2020
42061,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,2800,3000,2900,17-10-2021
42062,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,2800,3000,2900,24-07-2024
42063,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,2800,3000,2900,25-10-2021
42064,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,2800,3000,2900,30-04-2019
42065,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,3000,3300,3250,16-10-2022
42066,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,3100,3300,3200,06-01-2019
42067,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,3300,3500,3400,09-09-2022
42068,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,3400,3600,3500,09-10-2024
42069,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,3400,3600,3500,16-08-2023
42070,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,3500,3700,3600,30-06-2024
42071,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,3600,3800,3700,13-06-2022
42072,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,3600,3800,3700,15-08-2023
42073,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,3600,3800,3700,30-09-2024
42074,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,3800,4000,3900,09-11-2021
42075,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,3800,4000,3900,12-06-2024
42076,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,4600,4800,4700,06-10-2024
42077,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,4600,4800,4700,28-06-2024
42078,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,5800,6000,5900,06-08-2023
42079,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,7800,8000,7900,23-05-2022
42080,Mysore,Mysore (Bandipalya),Tomato,Tomato,FAQ,8300,8500,8400,03-08-2023
42081,Mandya,Nagamangala,Tomato,Hybrid,FAQ,3500,3500,3500,14-08-2023
42082,Mandya,Nagamangala,Tomato,Hybrid,FAQ,3500,3500,3500,16-08-2023
42083,Mandya,Nagamangala,Tomato,Hybrid,FAQ,8600,9000,9000,19-07-2023
42084,Mandya,Nagamangala,Tomato,Hybrid,FAQ,10100,10100,10100,31-07-2023
42085,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,05-05-2023
42086,Mandya,Nagamangala,Tomato,Tomato,FAQ,500,500,500,14-11-2022
42087,Mandya,Nagamangala,Tomato,Tomato,FAQ,1900,2000,2000,11-11-2023
42088,Mandya,Nagamangala,Tomato,Tomato,FAQ,2000,2300,2300,23-08-2023
42089,Mandya,Nagamangala,Tomato,Tomato,FAQ,2300,2500,2500,15-11-2023
42090,Mandya,Nagamangala,Tomato,Tomato,FAQ,3200,3200,3200,12-08-2023
42091,Mandya,Nagamangala,Tomato,Tomato,FAQ,8000,9000,9000,28-07-2023
42092,Mysore,Nanjangud,Tomato,Tomato,FAQ,300,500,400,28-05-2020
42093,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,600,500,05-05-2020
42094,Mysore,Nanjangud,Tomato,Tomato,FAQ,400,600,500,08-05-2020
42095,Mysore,Nanjangud,Tomato,Tomato,FAQ,600,800,700,20-12-2020
42096,Mysore,Nanjangud,Tomato,Tomato,FAQ,700,900,850,23-11-2020
42097,Mysore,Nanjangud,Tomato,Tomato,FAQ,900,1100,1000,12-06-2020
42098,Mysore,Nanjangud,Tomato,Tomato,FAQ,1000,1200,1100,16-12-2020
42099,Mysore,Nanjangud,Tomato,Tomato,FAQ,1000,1200,1150,08-01-2021
42100,Mysore,Nanjangud,Tomato,Tomato,FAQ,1100,1300,1200,08-10-2020
42101,Mysore,Nanjangud,Tomato,Tomato,FAQ,1400,1600,1500,20-10-2020
42102,Mysore,Nanjangud,Tomato,Tomato,FAQ,1515,2564,2222,20-10-2023
42103,Mysore,Nanjangud,Tomato,Tomato,FAQ,1600,1800,1700,25-07-2020
42104,Mysore,Nanjangud,Tomato,Tomato,FAQ,1800,2000,1950,02-09-2020
42105,Mysore,Nanjangud,Tomato,Tomato,FAQ,2000,2200,2100,20-07-2020
42106,Mysore,Nanjangud,Tomato,Tomato,FAQ,2600,2800,2700,16-07-2020
42107,Bangalore,Ramanagara,Tomato,Tomato,FAQ,300,600,400,08-06-2021
42108,Bangalore,Ramanagara,Tomato,Tomato,FAQ,300,4500,4000,25-05-2024
42109,Bangalore,Ramanagara,Tomato,Tomato,FAQ,400,600,500,06-06-2021
42110,Bangalore,Ramanagara,Tomato,Tomato,FAQ,400,600,500,11-04-2023
42111,Bangalore,Ramanagara,Tomato,Tomato,FAQ,400,600,500,22-09-2018
42112,Bangalore,Ramanagara,Tomato,Tomato,FAQ,400,600,500,23-03-2025
42113,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1500,2300,2000,18-04-2024
42114,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1500,2500,2000,13-12-2023
42115,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1500,2500,2000,14-05-2024
42116,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1600,2000,1800,11-02-2021
42117,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1600,2400,2000,25-02-2023
42118,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1900,2100,2000,05-04-2019
42119,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2500,2200,02-09-2020
42120,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2500,2200,22-07-2020
42121,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2500,2300,06-11-2023
42122,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2600,2250,13-09-2022
42123,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2700,2500,23-09-2020
42124,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2800,2500,14-02-2023
42125,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,2900,2400,07-04-2025
42126,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,3000,2400,10-01-2022
42127,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,3000,2500,05-05-2024
42128,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,3000,2500,09-05-2024
42129,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,3000,2500,20-11-2024
42130,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,3000,2500,20-10-2022
42131,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2000,3000,2600,10-12-2023
42132,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3000,2750,15-01-2019
42133,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2500,3000,2750,31-10-2019
42134,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2800,3000,2900,12-04-2019
42135,Bangalore,Ramanagara,Tomato,Tomato,FAQ,3000,3500,3250,05-06-2019
42136,Bangalore,Ramanagara,Tomato,Tomato,FAQ,3000,4000,3500,13-09-2020
42137,Bangalore,Ramanagara,Tomato,Tomato,FAQ,3000,4000,3500,17-10-2021
42138,Bangalore,Ramanagara,Tomato,Tomato,FAQ,3000,4000,3500,20-05-2024
42139,Bangalore,Ramanagara,Tomato,Tomato,FAQ,3000,4000,3500,30-09-2024
42140,Bangalore,Ramanagara,Tomato,Tomato,FAQ,3000,5000,4000,11-06-2022
42141,Bangalore,Ramanagara,Tomato,Tomato,FAQ,3100,3500,3300,25-05-2019
42142,Bangalore,Ramanagara,Tomato,Tomato,FAQ,3500,3700,3600,04-06-2019
42143,Bangalore,Ramanagara,Tomato,Tomato,FAQ,3500,4500,4000,09-11-2021
42144,Bangalore,Ramanagara,Tomato,Tomato,FAQ,3500,4500,4000,18-06-2023
42145,Bangalore,Ramanagara,Tomato,Tomato,FAQ,3500,4500,4000,21-06-2022
42146,Bangalore,Ramanagara,Tomato,Tomato,FAQ,3500,5500,5000,12-11-2021
42147,Bangalore,Ramanagara,Tomato,Tomato,FAQ,4000,5000,4500,06-06-2024
42148,Bangalore,Ramanagara,Tomato,Tomato,FAQ,4000,5000,4500,25-10-2024
42149,Bangalore,Ramanagara,Tomato,Tomato,FAQ,5000,7000,6000,10-05-2022
42150,Bangalore,Ramanagara,Tomato,Tomato,FAQ,7500,9500,8500,20-05-2022
42151,Bangalore,Ramanagara,Tomato,Tomato,FAQ,9000,10000,9500,27-07-2023
42152,Bangalore,Ramanagara,Tomato,Tomato,FAQ,9000,11500,10000,02-08-2023
42153,Haveri,Ranebennur,Tomato,Tomato,Medium,200,400,300,03-04-2020
42154,Haveri,Ranebennur,Tomato,Tomato,Medium,230,500,380,18-04-2020
42155,Haveri,Ranebennur,Tomato,Tomato,Medium,250,350,300,09-10-2023
42156,Haveri,Ranebennur,Tomato,Tomato,Medium,250,400,320,13-04-2020
42157,Haveri,Ranebennur,Tomato,Tomato,Medium,300,500,400,05-10-2023
42158,Haveri,Ranebennur,Tomato,Tomato,Medium,310,400,380,11-10-2023
42159,Haveri,Ranebennur,Tomato,Tomato,Medium,310,430,390,24-10-2023
42160,Haveri,Ranebennur,Tomato,Tomato,Medium,340,400,390,12-11-2023
42161,Haveri,Ranebennur,Tomato,Tomato,Medium,500,1100,1000,03-06-2020
42162,Mysore,Santhesargur,Tomato,Hybrid,FAQ,1383,1383,1383,11-10-2023
42163,Mysore,Santhesargur,Tomato,Tomato,FAQ,833,833,833,01-01-2021
42164,Bangalore,Ramanagara,Tomato,Tomato,FAQ,400,600,500,24-04-2021
42165,Bangalore,Ramanagara,Tomato,Tomato,FAQ,400,700,600,02-05-2020
42166,Bangalore,Ramanagara,Tomato,Tomato,FAQ,400,700,600,24-02-2022
42167,Bangalore,Ramanagara,Tomato,Tomato,FAQ,400,800,600,21-09-2023
42168,Bangalore,Ramanagara,Tomato,Tomato,FAQ,500,700,600,03-05-2021
42169,Bangalore,Ramanagara,Tomato,Tomato,FAQ,500,700,600,14-02-2020
42170,Bangalore,Ramanagara,Tomato,Tomato,FAQ,500,700,600,17-05-2020
42171,Bangalore,Ramanagara,Tomato,Tomato,FAQ,500,700,600,22-05-2020
42172,Bangalore,Ramanagara,Tomato,Tomato,FAQ,500,800,600,10-02-2022
42173,Bangalore,Ramanagara,Tomato,Tomato,FAQ,500,800,600,21-05-2020
42174,Bangalore,Ramanagara,Tomato,Tomato,FAQ,500,800,650,15-04-2020
42175,Bangalore,Ramanagara,Tomato,Tomato,FAQ,500,800,650,16-03-2021
42176,Bangalore,Ramanagara,Tomato,Tomato,FAQ,500,800,700,03-04-2020
42177,Bangalore,Ramanagara,Tomato,Tomato,FAQ,500,900,800,09-05-2023
42178,Bangalore,Ramanagara,Tomato,Tomato,FAQ,500,1000,800,23-09-2023
42179,Bangalore,Ramanagara,Tomato,Tomato,FAQ,600,800,700,04-08-2018
42180,Bangalore,Ramanagara,Tomato,Tomato,FAQ,600,800,700,11-02-2020
42181,Bangalore,Ramanagara,Tomato,Tomato,FAQ,600,800,700,19-12-2020
42182,Bangalore,Ramanagara,Tomato,Tomato,FAQ,600,800,700,19-09-2018
42183,Bangalore,Ramanagara,Tomato,Tomato,FAQ,600,800,700,21-02-2020
42184,Bangalore,Ramanagara,Tomato,Tomato,FAQ,600,800,700,24-02-2020
42185,Bangalore,Ramanagara,Tomato,Tomato,FAQ,600,1000,800,19-03-2025
42186,Bangalore,Ramanagara,Tomato,Tomato,FAQ,600,1100,850,12-09-2023
42187,Bangalore,Ramanagara,Tomato,Tomato,FAQ,600,1100,900,23-08-2022
42188,Bangalore,Ramanagara,Tomato,Tomato,FAQ,600,1200,1000,06-08-2022
42189,Bangalore,Ramanagara,Tomato,Tomato,FAQ,600,1200,1000,22-02-2024
42190,Bangalore,Ramanagara,Tomato,Tomato,FAQ,700,900,800,08-10-2018
42191,Bangalore,Ramanagara,Tomato,Tomato,FAQ,700,900,800,15-02-2019
42192,Bangalore,Ramanagara,Tomato,Tomato,FAQ,700,900,800,28-05-2020
42193,Bangalore,Ramanagara,Tomato,Tomato,FAQ,700,1000,800,10-03-2021
42194,Bangalore,Ramanagara,Tomato,Tomato,FAQ,700,1000,800,15-07-2021
42195,Bangalore,Ramanagara,Tomato,Tomato,FAQ,700,1200,1000,08-07-2022
42196,Bangalore,Ramanagara,Tomato,Tomato,FAQ,700,1300,1000,03-09-2023
42197,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1000,900,05-02-2020
42198,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1000,900,07-11-2018
42199,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1100,1000,12-11-2020
42200,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1100,1000,14-11-2020
42201,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1200,1000,24-02-2021
42202,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1250,1000,02-09-2023
42203,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1250,1000,16-08-2024
42204,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1250,1000,21-11-2022
42205,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1300,1000,13-04-2025
42206,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1500,1000,06-07-2022
42207,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1500,1200,23-01-2025
42208,Bangalore,Ramanagara,Tomato,Tomato,FAQ,800,1600,1200,14-02-2024
42209,Bangalore,Ramanagara,Tomato,Tomato,FAQ,900,1100,1000,27-02-2019
42210,Bangalore,Ramanagara,Tomato,Tomato,FAQ,900,1100,1000,27-06-2018
42211,Bangalore,Ramanagara,Tomato,Tomato,FAQ,900,1200,1000,17-11-2020
42212,Bangalore,Ramanagara,Tomato,Tomato,FAQ,900,1300,1000,24-08-2021
42213,Bangalore,Ramanagara,Tomato,Tomato,FAQ,900,1300,1100,06-03-2021
42214,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1300,1150,15-12-2018
42215,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,02-04-2024
42216,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,02-03-2021
42217,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,03-04-2024
42218,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,03-03-2021
42219,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,04-03-2024
42220,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,04-05-2021
42221,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,08-12-2021
42222,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,08-01-2025
42223,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,09-08-2024
42224,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,09-02-2024
42225,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,11-10-2021
42226,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,12-11-2021
42227,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,12-09-2024
42228,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,13-01-2025
42229,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,13-09-2021
42230,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,16-04-2021
42231,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,17-10-2023
42232,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,18-11-2021
42233,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,21-12-2021
42234,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,23-08-2024
42235,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,23-06-2021
42236,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,23-11-2021
42237,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,25-10-2023
42238,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,26-08-2021
42239,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,28-03-2024
42240,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,29-12-2021
42241,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,29-01-2021
42242,Mysore,Santhesargur,Tomato,Tomato,FAQ,1383,1383,1383,29-05-2021
42243,Mysore,Santhesargur,Tomato,Tomato,FAQ,1660,1660,1660,13-11-2024
42244,Mysore,Santhesargur,Tomato,Tomato,FAQ,1660,1660,1660,20-04-2024
42245,Shimoga,Shimoga,Tomato,Tomato,FAQ,100,400,250,25-04-2025
42246,Shimoga,Shimoga,Tomato,Tomato,FAQ,200,400,300,01-12-2022
42247,Shimoga,Shimoga,Tomato,Tomato,FAQ,200,400,300,09-12-2022
42248,Shimoga,Shimoga,Tomato,Tomato,FAQ,300,500,400,14-08-2018
42249,Shimoga,Shimoga,Tomato,Tomato,FAQ,400,600,500,16-02-2022
42250,Shimoga,Shimoga,Tomato,Tomato,FAQ,400,600,500,17-11-2022
42251,Shimoga,Shimoga,Tomato,Tomato,FAQ,400,600,500,30-03-2022
42252,Shimoga,Shimoga,Tomato,Tomato,FAQ,400,800,600,03-08-2022
42253,Shimoga,Shimoga,Tomato,Tomato,FAQ,400,800,600,08-09-2023
42254,Shimoga,Shimoga,Tomato,Tomato,FAQ,400,800,600,16-01-2025
42255,Shimoga,Shimoga,Tomato,Tomato,FAQ,400,800,600,17-03-2025
42256,Shimoga,Shimoga,Tomato,Tomato,FAQ,400,800,600,21-01-2025
42257,Shimoga,Shimoga,Tomato,Tomato,FAQ,400,800,600,23-05-2025
42258,Shimoga,Shimoga,Tomato,Tomato,FAQ,400,800,600,28-04-2023
42259,Shimoga,Shimoga,Tomato,Tomato,FAQ,400,800,600,28-07-2022
42260,Shimoga,Shimoga,Tomato,Tomato,FAQ,400,1000,800,07-05-2025
42261,Shimoga,Shimoga,Tomato,Tomato,FAQ,400,1200,800,28-08-2023
42262,Shimoga,Shimoga,Tomato,Tomato,FAQ,400,1400,800,03-11-2023
42263,Shimoga,Shimoga,Tomato,Tomato,FAQ,500,1000,750,01-06-2021
42264,Shimoga,Shimoga,Tomato,Tomato,FAQ,600,800,700,06-02-2023
42265,Shimoga,Shimoga,Tomato,Tomato,FAQ,600,800,700,14-02-2022
42266,Shimoga,Shimoga,Tomato,Tomato,FAQ,600,800,700,18-08-2022
42267,Shimoga,Shimoga,Tomato,Tomato,FAQ,600,1000,800,13-07-2021
42268,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1300,1150,19-08-2019
42269,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1300,1150,30-12-2020
42270,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1300,1200,05-03-2021
42271,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1300,1200,07-11-2020
42272,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1400,1200,15-04-2025
42273,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1500,1250,29-01-2021
42274,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1600,1400,09-01-2025
42275,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1600,1400,19-05-2025
42276,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1800,1500,09-03-2023
42277,Bangalore,Ramanagara,Tomato,Tomato,FAQ,1000,1800,1500,18-12-2022
